GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,Winrate
Overall,2022-23,1610612754,IND,2022-11-27T00:00:00,2,0,2,0.0,4.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5,1.0,2.0,4.8,0,0,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612746,LAC,2022-11-27T00:00:00,13,6,7,0.462,5.9,1.5,2.1,0.741,0.0,0.0,0.0,1.3,2.7,0.486,0.8,1.2,2.1,0.1,0.2,0.0,0.3,0.2,1.0,1.8,4.4,1.3,7.7,0,0,7.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612757,POR,2022-11-05T00:00:00,4,2,2,0.5,5.5,1.3,1.8,0.714,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.3,0.3,0.0,0.5,0.8,0.5,0.5,0.8,0.8,2.5,2.8,6.1,0,0,5.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612747,LAL,2022-11-28T00:00:00,17,7,10,0.412,26.2,3.1,7.0,0.437,1.1,3.2,0.327,0.6,0.6,1.0,1.0,3.9,4.9,1.0,1.0,0.7,0.1,0.5,1.8,0.6,7.8,-1.3,16.5,1,0,16.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612752,NYK,2022-11-27T00:00:00,20,9,11,0.45,33.2,7.8,15.9,0.487,1.4,4.4,0.322,4.9,5.5,0.899,0.5,3.2,3.6,6.7,1.7,1.1,0.2,0.6,2.6,5.6,21.8,-1.6,38.1,2,0,36.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612747,LAL,2022-11-28T00:00:00,5,3,2,0.6,13.7,3.4,4.4,0.773,0.0,0.2,0.0,1.6,2.6,0.615,1.0,3.8,4.8,0.4,0.4,0.0,1.0,0.4,1.2,1.6,8.4,0.8,17.4,0,0,15.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612742,DAL,2022-11-26T00:00:00,18,9,9,0.5,28.8,1.7,5.6,0.3,1.3,4.6,0.28,0.4,0.6,0.727,0.5,2.6,3.1,1.1,0.4,0.9,0.1,0.3,2.6,0.4,5.1,-1.8,12.9,0,0,12.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612765,DET,2022-11-27T00:00:00,9,2,7,0.222,21.3,4.8,10.7,0.448,2.0,4.7,0.429,5.1,6.2,0.821,0.3,1.8,2.1,1.4,1.1,0.9,0.1,0.4,2.8,4.2,16.7,1.8,23.3,0,0,24.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612748,MIA,2022-11-16T00:00:00,13,6,7,0.462,35.7,6.5,13.5,0.483,0.8,2.4,0.355,7.0,7.8,0.901,2.0,4.6,6.6,6.1,1.7,1.8,0.2,0.8,1.6,5.2,20.9,1.8,42.3,2,0,38.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612757,POR,2022-11-23T00:00:00,3,0,3,0.0,4.3,0.3,1.0,0.333,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.7,3.7,3.0,0,0,2.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612748,MIA,2022-11-27T00:00:00,8,4,4,0.5,11.6,1.9,3.5,0.536,0.1,0.8,0.167,0.5,0.8,0.667,0.9,1.5,2.4,0.6,0.3,0.6,0.0,0.1,1.3,0.4,4.4,-2.3,9.8,0,0,8.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612743,DEN,2022-11-28T00:00:00,19,12,7,0.632,31.6,4.1,8.5,0.478,2.3,4.6,0.5,1.2,1.6,0.767,0.5,2.7,3.2,2.3,1.3,1.2,0.4,0.1,2.0,1.7,11.6,6.5,22.4,0,0,22.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612742,DAL,2022-11-27T00:00:00,8,2,6,0.25,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0.1,0.3,0.5,0.0,0.3,0.3,1.1,0.4,0.8,0.0,0.1,0.4,0.3,1.3,1.4,5.1,0,0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612743,DEN,2022-11-28T00:00:00,12,8,4,0.667,11.5,1.7,3.8,0.435,0.8,1.9,0.391,0.5,0.6,0.857,0.1,1.2,1.3,1.0,0.6,0.5,0.3,0.2,1.3,0.8,4.6,-1.4,9.5,0,0,9.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612737,ATL,2022-11-28T00:00:00,19,11,8,0.579,27.6,5.0,8.4,0.597,0.0,0.0,0.0,1.0,1.8,0.543,4.2,7.9,12.1,0.8,0.9,0.6,1.5,0.4,2.2,2.3,11.0,1.2,32.2,10,0,28.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612764,WAS,2022-11-28T00:00:00,3,2,1,0.667,1.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,-4.3,0.1,0,0,0.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612749,MIL,2022-11-27T00:00:00,19,14,5,0.737,27.3,3.6,8.1,0.444,1.7,4.1,0.416,0.6,0.7,0.846,0.6,2.1,2.7,3.5,1.4,1.5,0.6,0.3,2.9,0.9,9.4,3.2,22.9,1,0,21.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612753,ORL,2022-11-18T00:00:00,15,5,10,0.333,32.8,5.8,11.3,0.515,1.2,3.5,0.346,3.8,4.6,0.826,2.1,6.9,9.1,3.3,2.6,0.5,0.5,0.4,3.2,4.0,16.6,0.3,33.0,6,0,32.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612741,CHI,2022-11-28T00:00:00,20,9,11,0.45,25.7,1.8,4.2,0.417,0.9,2.4,0.375,1.0,1.3,0.769,0.5,2.5,3.0,3.7,1.5,1.5,0.8,0.4,2.2,1.8,5.4,4.4,19.7,1,0,17.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612761,TOR,2022-10-31T00:00:00,2,1,1,0.5,4.3,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,4.8,0,0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612763,MEM,2022-11-25T00:00:00,8,3,5,0.375,9.9,1.0,3.4,0.296,0.1,0.9,0.143,0.4,0.9,0.429,0.3,1.0,1.3,2.0,0.9,0.5,0.3,0.5,0.6,0.9,2.5,-3.8,8.4,0,0,7.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612747,LAL,2022-11-25T00:00:00,9,2,7,0.222,10.4,0.9,1.9,0.471,0.7,1.2,0.545,0.3,0.4,0.75,0.1,2.2,2.3,0.4,0.2,0.3,0.0,0.2,0.4,0.2,2.8,-0.7,7.0,0,0,6.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612745,HOU,2022-11-28T00:00:00,15,4,11,0.267,7.2,1.1,2.8,0.405,0.2,0.9,0.214,0.2,0.3,0.75,0.3,0.9,1.3,0.6,0.7,0.2,0.0,0.2,0.8,0.3,2.7,-4.9,5.0,0,0,5.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612763,MEM,2022-11-27T00:00:00,20,12,8,0.6,19.1,3.7,6.1,0.598,0.1,0.3,0.167,1.7,2.2,0.773,1.1,3.5,4.6,1.3,1.1,0.3,1.0,0.4,2.2,2.0,9.1,-3.1,19.1,2,0,17.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612762,UTA,2022-11-28T00:00:00,23,12,11,0.522,32.0,6.9,16.2,0.427,2.7,7.8,0.352,2.4,2.8,0.846,1.2,2.8,4.0,4.9,2.6,0.3,0.4,0.7,1.7,2.6,19.0,3.1,30.8,1,0,32.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612751,BKN,2022-11-28T00:00:00,21,10,11,0.476,27.4,5.4,7.3,0.734,0.0,0.0,0.0,1.2,2.6,0.455,2.6,6.0,8.6,1.3,1.5,0.8,2.1,0.4,2.9,2.4,12.0,0.0,31.4,8,0,27.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612746,LAC,2022-11-27T00:00:00,18,9,9,0.5,13.1,1.2,2.8,0.42,0.2,0.7,0.25,1.3,1.7,0.8,0.5,0.6,1.1,1.3,0.4,0.3,0.1,0.3,1.1,1.3,3.8,0.7,7.6,0,0,7.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612737,ATL,2022-11-28T00:00:00,21,11,10,0.524,32.2,4.8,9.9,0.488,0.8,3.4,0.225,2.2,2.6,0.855,1.2,6.3,7.5,1.3,1.4,0.9,1.4,0.8,3.3,3.0,12.6,0.8,29.0,6,0,26.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612759,SAS,2022-11-26T00:00:00,11,5,6,0.455,18.1,3.4,6.5,0.521,0.8,2.2,0.375,0.7,1.0,0.727,1.6,3.5,5.2,2.5,1.8,0.7,1.3,0.5,3.0,1.5,8.3,-3.1,22.4,0,0,20.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612762,UTA,2022-11-19T00:00:00,17,11,6,0.647,29.3,3.4,8.7,0.392,1.9,4.9,0.386,1.5,2.0,0.765,0.4,2.0,2.4,7.9,1.5,1.2,0.3,0.3,2.1,2.4,10.2,0.9,27.9,4,0,25.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612749,MIL,2022-11-27T00:00:00,3,2,1,0.667,13.6,1.3,4.7,0.286,1.0,4.0,0.25,0.7,0.7,1.0,0.0,2.0,2.0,0.7,0.0,1.0,0.0,0.0,0.3,0.3,4.3,-1.7,10.7,0,0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612746,LAC,2022-11-25T00:00:00,12,5,7,0.417,14.4,1.2,3.3,0.35,0.8,2.3,0.37,1.1,1.3,0.867,0.2,3.5,3.7,1.0,0.8,0.3,0.7,0.2,1.8,0.8,4.3,-1.1,12.1,0,0,11.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612756,PHX,2022-11-28T00:00:00,20,14,6,0.7,23.3,3.0,6.2,0.476,1.3,3.2,0.391,0.5,0.7,0.769,1.9,3.1,5.0,1.5,0.7,0.7,0.8,0.3,2.4,0.6,7.7,-1.3,19.5,1,0,18.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612737,ATL,2022-11-14T00:00:00,2,2,0,1.0,1.7,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5,1.1,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612765,DET,2022-11-09T00:00:00,12,3,9,0.25,33.3,7.8,18.7,0.415,1.4,5.1,0.279,3.0,3.6,0.837,1.0,5.2,6.2,6.0,3.3,0.8,0.6,1.9,2.8,3.1,19.9,-5.0,37.3,3,0,36.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612751,BKN,2022-11-28T00:00:00,12,7,5,0.583,23.2,3.9,8.4,0.465,2.2,5.0,0.433,0.7,0.8,0.889,0.3,1.9,2.2,2.3,1.1,0.7,0.3,0.3,1.6,0.8,10.7,2.8,18.7,0,0,19.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612744,GSW,2022-11-27T00:00:00,19,11,8,0.579,34.5,10.7,20.5,0.522,5.2,11.7,0.441,4.8,5.3,0.911,0.6,6.2,6.8,7.1,2.9,1.2,0.2,0.7,2.0,4.0,31.4,8.5,51.4,5,1,53.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612740,NOP,2022-11-28T00:00:00,12,8,4,0.667,16.3,1.8,3.6,0.512,0.7,1.4,0.471,0.7,1.0,0.667,0.4,3.2,3.6,1.8,0.8,0.8,0.4,0.3,2.1,0.7,5.0,2.1,14.7,0,0,13.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612747,LAL,2022-11-28T00:00:00,17,6,11,0.353,34.5,9.9,17.3,0.571,0.2,1.1,0.211,6.2,7.6,0.815,3.4,9.4,12.8,2.7,2.1,1.5,2.3,0.9,3.0,5.5,26.2,0.8,55.0,12,0,49.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612764,WAS,2022-11-28T00:00:00,8,3,5,0.375,5.7,0.4,1.4,0.273,0.0,0.3,0.0,0.4,0.4,1.0,0.1,0.5,0.6,0.3,0.1,0.0,0.1,0.0,1.5,0.6,1.1,-4.8,2.5,0,0,2.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612758,SAC,2022-11-28T00:00:00,18,9,9,0.5,13.1,2.4,5.2,0.457,1.4,3.4,0.41,0.7,0.8,0.857,0.4,2.5,2.9,1.4,0.7,0.7,0.2,0.3,1.8,0.6,6.8,1.6,14.4,0,0,14.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612738,BOS,2022-11-25T00:00:00,3,3,0,1.0,2.8,0.3,1.3,0.25,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7,-1.3,2.2,0,0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612741,CHI,2022-11-28T00:00:00,20,9,11,0.45,34.9,9.4,18.2,0.514,0.5,1.6,0.323,7.0,7.9,0.88,0.5,3.7,4.2,4.6,2.0,1.1,0.4,0.9,2.7,6.0,26.2,0.3,40.4,0,0,38.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612748,MIA,2022-11-27T00:00:00,18,10,8,0.556,12.6,2.8,4.9,0.58,0.5,1.3,0.391,1.4,1.8,0.758,0.9,2.5,3.4,0.7,0.6,0.2,0.4,0.3,1.8,1.6,7.6,-2.6,14.1,0,0,13.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612758,SAC,2022-11-25T00:00:00,7,3,4,0.429,6.4,0.6,1.6,0.364,0.3,0.6,0.5,0.0,0.1,0.0,0.1,0.3,0.4,1.4,0.4,0.3,0.0,0.1,0.7,1.0,1.4,1.7,4.5,0,0,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612744,GSW,2022-11-27T00:00:00,13,9,4,0.692,16.8,1.7,4.3,0.393,1.2,3.2,0.366,0.4,0.5,0.714,0.4,2.2,2.6,2.0,1.2,0.8,0.2,0.1,1.6,1.5,4.9,-3.9,12.6,0,0,12.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612746,LAC,2022-10-30T00:00:00,2,0,2,0.0,3.2,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.5,1.5,5.0,0,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612739,CLE,2022-11-27T00:00:00,7,4,3,0.571,5.0,1.1,1.7,0.667,0.3,0.7,0.4,0.0,0.0,0.0,0.1,0.6,0.7,0.0,0.4,0.1,0.3,0.0,0.7,0.0,2.6,0.0,4.3,0,0,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612765,DET,2022-11-27T00:00:00,22,5,17,0.227,15.6,2.4,5.1,0.464,0.1,0.6,0.154,1.5,2.2,0.653,1.0,2.0,3.0,0.8,0.9,0.6,0.2,0.4,2.2,1.8,6.3,-1.1,12.5,0,0,11.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612759,SAS,2022-11-23T00:00:00,10,2,8,0.2,10.3,1.4,3.2,0.438,0.7,2.3,0.304,0.3,0.4,0.75,0.9,1.8,2.7,1.8,0.8,0.1,0.5,0.0,1.7,0.7,3.8,-1.6,10.7,0,0,10.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612760,OKC,2022-11-28T00:00:00,11,3,8,0.273,15.2,1.3,4.0,0.318,0.6,2.6,0.241,0.1,0.2,0.5,0.4,2.0,2.4,1.5,0.5,0.2,0.4,0.1,0.6,0.3,3.3,0.6,9.6,0,0,8.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612742,DAL,2022-11-27T00:00:00,19,9,10,0.474,32.5,6.3,13.2,0.478,2.8,6.9,0.412,1.6,2.0,0.816,0.3,2.8,3.1,4.9,1.6,1.1,0.2,0.8,2.3,2.0,17.1,-3.4,30.3,0,0,30.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612742,DAL,2022-11-27T00:00:00,18,9,9,0.5,37.3,11.3,22.5,0.504,2.3,7.6,0.307,8.1,11.0,0.732,0.9,7.8,8.7,8.4,3.5,1.7,0.5,1.2,2.9,8.1,33.1,2.3,59.2,9,4,56.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612742,DAL,2022-10-22T00:00:00,1,1,0,1.0,4.3,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,11.4,0,0,12.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612760,OKC,2022-11-28T00:00:00,21,8,13,0.381,30.4,4.9,12.0,0.406,1.6,5.3,0.306,2.4,3.1,0.758,1.6,3.0,4.6,2.2,1.1,1.3,0.3,0.6,3.4,3.8,13.7,-0.9,26.1,0,0,25.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612741,CHI,2022-11-28T00:00:00,19,9,10,0.474,29.1,4.4,8.6,0.509,1.1,3.2,0.328,0.8,0.9,0.941,0.5,2.9,3.5,3.0,1.6,0.7,0.5,0.8,2.7,0.8,10.6,-4.9,21.3,0,0,20.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612764,WAS,2022-11-28T00:00:00,2,1,1,0.5,10.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,2.0,1.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,1.0,5.4,0,0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612761,TOR,2022-11-28T00:00:00,7,5,2,0.714,8.8,1.3,2.4,0.529,0.1,0.6,0.25,0.1,0.1,1.0,0.6,0.9,1.4,1.1,0.1,0.0,0.1,0.0,0.6,0.4,2.9,0.3,6.6,0,0,5.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612741,CHI,2022-11-28T00:00:00,19,8,11,0.421,17.8,3.1,7.3,0.428,1.2,2.8,0.426,0.8,1.2,0.696,0.5,1.2,1.7,3.3,1.3,0.3,0.2,0.6,1.4,1.1,8.3,3.2,15.6,0,0,15.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612741,CHI,2022-11-28T00:00:00,14,6,8,0.429,15.3,3.1,5.8,0.543,0.0,0.1,0.0,1.2,1.6,0.739,3.1,5.6,8.6,0.8,1.4,0.6,0.4,0.6,2.2,1.3,7.5,0.4,20.5,4,0,18.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612754,IND,2022-11-04T00:00:00,9,4,5,0.444,19.6,3.1,7.9,0.394,1.4,4.2,0.342,1.2,1.3,0.917,0.4,1.7,2.1,1.0,0.9,0.1,0.4,0.6,1.8,1.1,8.9,-0.9,13.7,0,0,14.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612751,BKN,2022-11-25T00:00:00,13,6,7,0.462,7.7,1.2,2.7,0.457,0.0,0.3,0.0,0.2,0.3,0.75,0.3,0.6,0.9,0.7,0.7,0.3,0.1,0.5,1.5,0.5,2.7,-2.5,5.3,0,0,5.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612751,BKN,2022-11-28T00:00:00,22,11,11,0.5,36.7,10.6,19.3,0.548,1.6,4.7,0.346,7.2,7.8,0.924,0.4,6.2,6.6,5.4,3.4,0.7,1.8,0.5,2.6,6.5,30.0,2.6,50.0,2,1,48.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612765,DET,2022-11-27T00:00:00,19,5,14,0.263,21.9,2.6,4.7,0.562,0.0,0.1,0.0,1.0,2.1,0.487,3.0,4.2,7.2,0.5,0.9,0.5,0.9,0.5,2.4,1.7,6.3,-3.5,19.0,2,0,16.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612745,HOU,2022-11-28T00:00:00,20,5,15,0.25,18.3,3.2,7.7,0.416,0.8,2.0,0.375,1.2,1.5,0.828,2.1,3.1,5.2,0.9,0.9,1.5,0.4,0.9,2.2,1.3,8.4,-0.1,20.5,0,0,18.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
