GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,Winrate
Overall,2022-23,1610612750,MIN,2022-11-28T00:00:00,21,10,11,0.476,36.3,8.2,17.9,0.457,2.6,7.6,0.346,3.6,4.8,0.75,0.6,5.2,5.9,3.8,3.2,1.3,0.3,0.6,2.8,3.1,22.6,-0.2,36.8,1,0,38.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612751,BKN,2022-11-25T00:00:00,11,4,7,0.364,3.4,0.3,1.1,0.25,0.2,0.6,0.286,0.1,0.2,0.5,0.2,0.3,0.5,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.8,-0.1,2.4,0,0,2.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612758,SAC,2022-11-17T00:00:00,1,1,0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612755,PHI,2022-11-28T00:00:00,13,7,6,0.538,35.4,10.4,20.0,0.519,1.0,3.8,0.265,10.3,12.2,0.843,1.5,8.5,9.9,4.8,4.4,0.9,1.8,1.3,3.2,8.5,32.1,5.2,54.8,8,0,53.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612757,POR,2022-11-27T00:00:00,19,10,9,0.526,18.1,2.5,3.3,0.746,0.0,0.0,0.0,1.1,1.6,0.667,1.7,2.6,4.3,0.8,0.9,0.5,1.0,0.1,1.9,1.7,6.0,-0.7,15.9,0,0,14.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612745,HOU,2022-11-28T00:00:00,4,1,3,0.25,15.4,2.5,3.3,0.769,0.0,0.0,0.0,0.5,1.0,0.5,2.0,2.5,4.5,2.3,1.0,0.5,0.8,0.5,2.0,1.3,5.5,-8.3,17.0,0,0,14.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612742,DAL,2022-11-27T00:00:00,19,9,10,0.474,33.5,3.4,8.0,0.421,1.8,5.5,0.337,0.7,0.9,0.765,1.3,2.8,4.1,0.9,1.0,1.1,0.6,0.3,1.9,1.1,9.3,-0.8,19.6,0,0,19.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612761,TOR,2022-11-28T00:00:00,13,6,7,0.462,12.4,2.2,5.2,0.418,1.2,2.6,0.471,0.8,0.8,0.909,0.2,1.2,1.4,1.2,0.6,0.5,0.1,0.2,1.6,0.7,6.3,-0.2,10.8,0,0,11.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612762,UTA,2022-11-23T00:00:00,12,7,5,0.583,7.4,1.2,3.1,0.378,0.8,2.3,0.37,0.4,0.6,0.714,0.3,0.8,1.2,0.3,0.4,0.2,0.3,0.1,0.7,0.4,3.6,-3.0,6.2,0,0,6.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612750,MIN,2022-11-28T00:00:00,11,4,7,0.364,10.9,1.3,3.9,0.326,0.5,2.1,0.261,0.6,0.6,1.0,0.3,0.3,0.5,0.8,0.4,0.6,0.0,0.3,0.7,0.4,3.7,0.1,7.2,0,0,6.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612737,ATL,2022-11-28T00:00:00,7,2,5,0.286,6.7,0.4,1.1,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,1.3,0.3,0.3,0.0,0.3,0.3,0.1,0.9,0.4,4.2,0,0,3.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612755,PHI,2022-11-22T00:00:00,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612752,NYK,2022-11-13T00:00:00,13,6,7,0.462,20.0,2.4,6.9,0.344,1.5,4.4,0.333,0.7,0.8,0.818,0.2,1.9,2.1,1.7,1.1,0.7,0.2,0.2,2.2,0.8,6.9,-3.7,13.6,0,0,14.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612758,SAC,2022-11-28T00:00:00,18,10,8,0.556,32.1,9.1,17.3,0.522,2.0,5.2,0.387,4.2,5.1,0.824,0.6,4.4,4.9,6.0,2.6,1.2,0.5,0.7,2.7,4.1,24.3,1.1,41.7,3,0,40.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612747,LAL,2022-11-28T00:00:00,17,7,10,0.412,14.0,2.1,3.5,0.6,0.2,0.6,0.273,0.9,1.2,0.8,1.1,2.5,3.6,0.7,0.8,0.5,0.5,0.1,1.9,1.2,5.4,-0.2,13.1,0,0,11.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612764,WAS,2022-11-28T00:00:00,21,11,10,0.524,12.6,2.0,2.8,0.729,0.0,0.0,0.0,1.0,1.7,0.629,1.3,2.3,3.6,0.4,1.0,0.3,0.9,0.2,1.7,1.9,5.1,-2.5,12.6,1,0,11.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612739,CLE,2022-11-28T00:00:00,15,7,8,0.467,35.9,7.7,17.4,0.441,2.9,7.1,0.406,4.7,5.5,0.855,0.3,1.9,2.3,8.1,3.5,1.3,0.3,0.9,2.3,5.1,22.9,2.4,39.1,5,0,39.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612745,HOU,2022-11-28T00:00:00,18,5,13,0.278,16.1,1.6,2.7,0.592,0.4,0.5,0.778,0.7,1.2,0.619,2.1,3.2,5.2,1.2,1.0,0.9,0.7,0.4,2.1,1.2,4.3,-1.8,16.2,0,0,14.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612750,MIN,2022-11-23T00:00:00,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612762,UTA,2022-11-13T00:00:00,12,8,4,0.667,15.7,1.8,4.8,0.362,0.8,2.8,0.265,0.3,0.5,0.5,0.5,2.9,3.4,0.8,0.8,0.4,0.5,0.0,1.3,0.4,4.5,5.7,11.8,0,0,11.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612746,LAC,2022-11-19T00:00:00,16,10,6,0.625,34.3,8.3,18.0,0.458,2.8,7.6,0.372,4.3,5.1,0.852,0.5,5.5,6.0,4.3,3.6,1.6,0.4,0.8,2.7,4.2,23.6,3.1,39.7,1,0,40.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612764,WAS,2022-11-27T00:00:00,10,4,6,0.4,6.7,1.2,2.5,0.48,0.1,0.6,0.167,0.8,0.8,1.0,0.6,1.0,1.6,0.4,0.2,0.3,0.2,0.1,1.1,0.4,3.3,1.5,7.1,0,0,6.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612760,OKC,2022-11-28T00:00:00,18,5,13,0.278,30.4,6.3,13.7,0.457,0.8,3.0,0.259,1.1,1.6,0.679,1.6,5.6,7.1,5.5,3.5,0.4,0.4,1.1,2.3,1.3,14.4,-7.0,30.3,6,1,29.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612760,OKC,2022-11-28T00:00:00,20,8,12,0.4,35.8,10.8,21.3,0.506,1.1,3.1,0.339,8.5,9.3,0.919,1.1,3.9,4.9,6.1,3.2,1.7,1.2,1.4,2.5,6.1,31.1,0.6,51.6,1,0,48.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612764,WAS,2022-11-28T00:00:00,17,8,9,0.471,13.2,1.5,2.7,0.565,0.1,0.6,0.182,0.5,0.6,0.818,0.8,1.2,1.9,0.6,0.2,0.2,0.2,0.2,1.5,0.7,3.7,-0.6,8.1,0,0,7.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612750,MIN,2022-11-28T00:00:00,19,9,10,0.474,31.8,5.1,7.9,0.64,0.0,0.1,0.0,3.7,5.0,0.737,3.9,8.4,12.4,0.9,1.5,0.7,1.4,0.7,3.1,4.7,13.8,-2.7,34.7,7,0,31.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612764,WAS,2022-11-28T00:00:00,14,7,7,0.5,20.9,2.9,5.1,0.556,0.8,1.6,0.478,0.5,0.9,0.538,1.0,2.6,3.6,2.9,0.9,0.9,0.9,0.4,1.9,1.6,7.0,-0.4,19.8,0,0,17.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612743,DEN,2022-11-28T00:00:00,17,12,5,0.706,28.5,6.1,10.0,0.606,1.1,2.8,0.383,2.6,4.3,0.616,2.5,4.2,6.7,2.4,1.4,0.6,0.9,0.8,1.8,3.0,15.8,6.8,30.9,3,0,29.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612745,HOU,2022-11-28T00:00:00,17,4,13,0.235,30.3,4.4,9.8,0.449,2.0,5.4,0.374,2.1,2.4,0.878,0.4,1.8,2.1,2.7,1.9,0.7,0.4,0.5,0.8,1.6,12.9,-2.4,21.0,0,0,22.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612740,NOP,2022-11-28T00:00:00,20,12,8,0.6,16.0,1.9,4.6,0.413,1.7,3.9,0.436,0.7,1.0,0.737,0.2,1.3,1.5,2.2,0.6,0.6,0.3,0.3,0.7,0.9,6.2,-0.4,13.1,0,0,13.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612757,POR,2022-11-27T00:00:00,19,10,9,0.526,36.4,6.9,14.5,0.475,2.8,5.8,0.482,4.9,6.4,0.762,0.8,3.6,4.4,2.6,2.1,0.8,0.9,0.9,2.1,5.5,21.5,0.1,33.6,0,0,34.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612749,MIL,2022-11-27T00:00:00,5,5,0,1.0,4.6,0.2,1.0,0.2,0.2,1.0,0.2,0.0,0.0,0.0,0.2,0.6,0.8,0.2,0.0,0.2,0.0,0.0,0.8,0.0,0.6,-6.0,2.5,0,0,2.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612744,GSW,2022-11-27T00:00:00,19,11,8,0.579,30.5,3.6,5.9,0.602,0.4,1.2,0.364,1.2,1.7,0.697,0.6,5.4,6.1,7.2,2.4,0.9,0.7,0.3,3.4,1.9,8.8,6.4,29.6,1,0,25.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612744,GSW,2022-11-27T00:00:00,18,9,9,0.5,16.3,2.5,5.0,0.5,0.3,1.7,0.2,0.6,0.7,0.833,1.6,2.7,4.3,0.8,1.1,0.6,0.4,0.4,2.2,0.8,5.9,-2.2,14.3,0,0,13.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612745,HOU,2022-11-28T00:00:00,20,5,15,0.25,34.2,7.4,17.3,0.426,2.7,7.7,0.353,4.2,5.3,0.8,0.6,3.7,4.2,4.0,3.2,0.8,0.3,0.9,1.9,3.8,21.6,-6.8,32.4,0,0,34.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612741,CHI,2022-11-28T00:00:00,20,9,11,0.45,16.6,2.3,4.0,0.57,0.5,1.3,0.385,0.9,1.3,0.68,1.1,2.1,3.2,0.9,0.6,1.0,0.7,0.3,1.7,1.2,5.9,2.2,15.5,0,0,13.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612743,DEN,2022-11-20T00:00:00,16,10,6,0.625,19.9,2.9,5.6,0.528,0.3,1.3,0.25,1.8,2.3,0.778,0.8,1.8,2.6,1.2,1.0,0.4,0.2,0.1,2.1,1.8,7.9,-2.9,13.5,0,0,13.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612742,DAL,2022-11-27T00:00:00,19,9,10,0.474,19.1,2.1,3.6,0.588,1.0,2.1,0.487,1.3,1.9,0.676,0.8,1.4,2.2,0.8,0.7,0.9,0.1,0.1,2.5,1.8,6.5,4.3,12.6,0,0,12.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612737,ATL,2022-11-28T00:00:00,17,7,10,0.412,17.5,3.3,7.1,0.467,1.4,3.8,0.369,0.4,0.4,1.0,0.8,1.2,2.0,0.7,0.7,0.9,0.1,0.3,1.2,0.6,8.4,-1.4,14.2,0,0,14.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612738,BOS,2022-11-28T00:00:00,8,6,2,0.75,12.4,1.5,3.0,0.5,0.5,1.3,0.4,0.6,0.8,0.833,1.0,2.0,3.0,0.8,0.6,0.3,0.0,0.1,1.9,0.9,4.1,1.9,9.0,0,0,8.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612752,NYK,2022-11-27T00:00:00,10,3,7,0.3,16.4,1.7,4.3,0.395,0.6,2.6,0.231,0.3,0.4,0.75,0.4,1.6,2.0,2.0,0.7,0.3,0.3,0.4,2.2,0.5,4.3,-2.6,10.8,0,0,10.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612764,WAS,2022-11-18T00:00:00,16,9,7,0.563,23.5,4.8,9.9,0.481,0.8,2.3,0.333,1.3,1.8,0.724,0.8,4.1,4.8,1.1,1.4,0.3,0.5,0.5,1.1,1.5,11.6,-4.6,20.0,1,0,19.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612754,IND,2022-11-28T00:00:00,20,12,8,0.6,33.8,7.3,15.4,0.476,2.7,7.1,0.38,2.6,3.0,0.85,0.9,3.8,4.7,11.3,2.7,1.8,0.3,0.9,1.1,2.4,19.9,0.3,46.0,14,0,42.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612759,SAS,2022-11-25T00:00:00,9,1,8,0.111,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.8,0.1,0.0,0.1,0.7,0.6,3.1,-2.7,6.1,0,0,6.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612753,ORL,2022-11-28T00:00:00,18,4,14,0.222,17.2,2.4,5.6,0.436,0.9,2.6,0.348,1.4,1.6,0.862,0.4,1.2,1.7,1.7,1.1,0.9,0.2,0.3,1.1,1.5,7.2,-3.1,13.9,0,0,13.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612742,DAL,2022-11-27T00:00:00,18,9,9,0.5,23.7,3.2,10.2,0.311,1.9,6.6,0.294,1.9,2.1,0.921,0.2,1.9,2.1,2.0,1.0,0.7,0.2,0.4,1.1,1.9,10.2,1.4,17.4,0,0,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612755,PHI,2022-11-02T00:00:00,9,4,5,0.444,36.7,7.0,15.9,0.441,2.2,6.7,0.333,5.8,6.2,0.929,0.6,6.4,7.0,10.0,2.9,1.1,0.7,1.0,2.0,4.7,22.0,1.7,47.8,5,0,44.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612742,DAL,2022-11-10T00:00:00,3,1,2,0.333,3.4,0.0,1.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.7,0.0,0.0,0.3,0.7,0.3,0.0,1.3,0.6,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612761,TOR,2022-11-23T00:00:00,2,1,1,0.5,3.9,1.0,2.0,0.5,1.0,1.5,0.667,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,2.5,3.6,0,0,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612755,PHI,2022-11-27T00:00:00,18,9,9,0.5,12.6,1.8,3.4,0.532,0.0,0.0,0.0,1.9,2.6,0.745,1.1,1.9,3.1,0.5,0.6,0.2,0.4,0.5,1.2,2.2,5.6,0.6,11.4,0,0,10.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612753,ORL,2022-11-28T00:00:00,5,1,4,0.2,27.6,4.6,9.0,0.511,2.0,4.2,0.476,1.2,1.2,1.0,0.6,2.2,2.8,2.4,1.4,0.8,0.4,0.6,2.4,1.6,12.4,-2.8,21.6,0,0,22.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612751,BKN,2022-11-28T00:00:00,20,11,9,0.55,25.1,2.7,7.4,0.365,1.7,5.4,0.318,0.6,0.8,0.733,0.5,2.4,2.9,1.7,0.6,0.4,0.3,0.6,2.2,0.7,7.7,0.6,15.2,0,0,15.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612753,ORL,2022-11-28T00:00:00,14,2,12,0.143,12.3,1.1,3.2,0.333,0.4,1.1,0.333,1.3,1.6,0.818,1.1,1.4,2.5,0.5,0.9,0.4,0.1,0.5,1.4,1.3,3.8,-2.8,8.2,0,0,8.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612755,PHI,2022-11-28T00:00:00,19,11,8,0.579,33.9,6.7,13.8,0.483,1.9,5.3,0.366,1.6,1.9,0.811,0.9,5.5,6.5,2.8,1.3,1.3,0.5,1.1,2.2,1.7,16.9,2.5,33.0,2,0,31.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612757,POR,2022-11-27T00:00:00,20,11,9,0.55,35.8,3.5,7.4,0.476,0.6,1.9,0.324,2.0,2.7,0.722,1.9,6.6,8.5,4.2,1.8,1.4,0.2,0.7,2.9,2.5,9.6,0.5,28.9,1,0,25.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612752,NYK,2022-11-27T00:00:00,20,9,11,0.45,22.5,2.8,5.2,0.534,0.2,0.9,0.222,0.9,1.0,0.85,3.0,4.1,7.1,0.8,0.9,0.8,1.1,0.3,2.8,1.1,6.6,-0.9,21.1,1,0,18.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612748,MIA,2022-10-29T00:00:00,2,1,1,0.5,5.1,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.5,-2.0,4.2,0,0,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612738,BOS,2022-11-28T00:00:00,21,17,4,0.81,17.5,2.7,5.1,0.523,2.2,4.5,0.489,0.3,0.4,0.778,0.3,2.2,2.5,0.7,0.3,0.2,0.3,0.1,1.6,0.4,7.9,6.9,13.2,0,0,14.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612740,NOP,2022-11-28T00:00:00,9,5,4,0.556,7.5,0.3,1.8,0.188,0.0,0.9,0.0,0.4,0.8,0.571,0.3,1.4,1.8,0.6,0.3,0.3,0.1,0.2,0.7,0.6,1.1,-1.4,5.1,0,0,4.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612765,DET,2022-11-27T00:00:00,22,5,17,0.227,23.5,2.8,8.2,0.339,0.8,2.6,0.31,0.7,0.9,0.842,0.5,2.2,2.7,4.4,1.7,1.0,0.5,0.4,2.9,1.1,7.1,-6.5,19.7,0,0,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612766,CHA,2022-11-23T00:00:00,11,4,7,0.364,32.3,5.9,13.3,0.445,1.5,3.8,0.381,3.0,3.9,0.767,0.6,3.6,4.3,4.4,2.5,0.6,0.3,0.5,0.9,3.9,16.3,-4.5,28.1,0,0,28.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
Overall,2022-23,1610612740,NOP,2022-11-28T00:00:00,8,6,2,0.75,8.6,1.6,3.5,0.464,0.0,0.4,0.0,1.3,1.5,0.833,1.5,2.1,3.6,0.1,0.9,0.3,0.1,0.5,0.9,1.4,4.5,-1.8,9.3,0,0,9.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612748,MIA,2022-11-27T00:00:00,13,7,6,0.538,32.5,6.5,15.4,0.425,2.4,7.1,0.337,2.6,3.0,0.872,0.5,6.0,6.5,3.8,2.4,0.6,0.5,1.4,1.8,2.4,18.1,-0.6,32.7,4,1,33.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612754,IND,2022-11-28T00:00:00,20,12,8,0.6,31.5,6.0,14.3,0.42,3.6,9.7,0.368,1.6,1.8,0.889,1.1,3.6,4.7,2.7,2.2,1.1,0.4,0.8,2.2,1.1,17.2,2.3,29.0,1,0,31.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,1
Overall,2022-23,1610612748,MIA,2022-11-27T00:00:00,12,5,7,0.417,17.8,1.2,4.1,0.286,0.4,2.0,0.208,0.3,0.8,0.4,0.8,2.9,3.8,0.5,0.8,0.7,0.2,0.2,0.8,0.8,3.1,-1.5,10.0,1,0,9.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,265,0
